source_row_id,source_csv_line,category_context,Name,gross_sales_final,net_sales_final,gross_to_net_reduction_final,cogs_final,gross_profit_final,gross_margin_pct_final,corrected_profitability_scope_status,presentation_type_corrected,catalog_finding_class,final_audit_priority,maximum_priority_score,finding_count,distinct_finding_type_count,finding_codes,recommended_actions,priority_queue_rank
405,421,1.03 Beverages,Pony Malta 11.12 oz / 330 ml X6,4728.84,4725.84,3.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,94.63800904977376,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",11
25,41,2. Restaurant,Sopa de Tortilla - Tortilla Soup,8215.51,8153.28,62.23000000000047,0.0,8153.28,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,critical,94.54022988505747,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",12
1691,1707,1.19 Peppers,Guajillo sin cola  250 Gr,4406.99,4393.8,13.1899999999996,,,,positive_sales_without_complete_profitability,weight_based,no_catalog_finding,critical,94.45701357466064,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",13
1632,1648,1.09 Cookies & Crackers,Nestle Cocosette  8pack X8 PACK,3395.91,3390.51,5.399999999999636,,,,positive_sales_without_complete_profitability,explicit_multipack,actionable_review_candidate,critical,94.27601809954751,3,3,CATALOG_ACTIONABLE | MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",14
46,62,2. Restaurant,Jugo Natural - Natural Juice Kiosk,3234.0,3181.04,52.960000000000036,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,94.09502262443439,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",15
33,49,2. Restaurant,Sopa de Tortillas con Pollo,6628.69,6560.44,68.25,0.0,6560.44,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,critical,94.08045977011494,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",16
411,427,1.03 Beverages,Maltin Polar 12 oz X6,2322.34,2319.54,2.800000000000182,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,93.91402714932127,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",17
414,430,1.03 Beverages,Coca Cola 12oz / 355ml x Unit,2058.84,2048.65,10.190000000000055,,,,positive_sales_without_complete_profitability,explicit_single_unit,no_catalog_finding,critical,93.73303167420815,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",18
38,54,2. Restaurant,Carne Sudada,5437.94,5338.94,99.0,0.0,5338.94,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,critical,93.62068965517241,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",19
416,432,1.03 Beverages,Postobon Colombiana Glass 300ml Case,1836.0,1829.4,6.599999999999909,,,,positive_sales_without_complete_profitability,pack_or_case_count_unresolved,actionable_review_candidate,critical,93.55203619909503,3,3,CATALOG_ACTIONABLE | MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",20
1218,1234,1.23 Sauces,Delicioso Foods Green Sauce 4 L,239.96,119.96,120.00000000000001,156.44,-36.48,-30.410136712237414,validated_consistent_positive_sales_positive_cogs,volume_based,no_catalog_finding,critical,93.54838709677419,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",21
417,433,1.03 Beverages,Maltin Polar 7oz X6,1714.44,1714.44,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,93.3710407239819,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,22
1319,1335,1.07 Condiments & Spices,UMS Oregano 50 Gr,1617.0,1615.8,1.2000000000000455,,,,positive_sales_without_complete_profitability,weight_based,no_catalog_finding,critical,93.19004524886878,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",23
1489,1505,3.Coffee160,160 Americano 12oz,3943.64,3837.84,105.79999999999973,0.0,3837.84,,positive_sales_with_zero_cogs,weight_based,no_catalog_finding,critical,93.16091954022988,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",24
422,438,1.03 Beverages,Topo Chico Mineral Water 355ml x Unit,1432.41,1377.66,54.75,,,,positive_sales_without_complete_profitability,explicit_single_unit,no_catalog_finding,critical,93.00904977375565,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",25
1694,1710,1.19 Peppers,Chile Pasilla Negro 150g 150 Gr,1348.65,1347.65,1.0,,,,positive_sales_without_complete_profitability,weight_based,actionable_review_candidate,critical,92.82805429864253,3,3,CATALOG_ACTIONABLE | MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",26
1490,1506,3.Coffee160,160 Latte 12oz,2875.32,2847.64,27.68000000000029,0.0,2847.64,,positive_sales_with_zero_cogs,weight_based,no_catalog_finding,critical,92.70114942528735,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",27
424,440,1.03 Beverages,Maltin Polar 12 oz Maltin Polar 12 oz unit,1333.54,1324.25,9.289999999999964,,,,positive_sales_without_complete_profitability,explicit_single_unit,informational_family_variant,critical,92.6470588235294,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",28
65,81,2. Restaurant,Bacon Egg & Cheese Breakfast Sandwich,1284.0,1272.0,12.0,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,92.46606334841628,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",29
428,444,1.03 Beverages,Guarana Antartica 355 ML X12,1179.41,1179.41,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,92.28506787330316,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,30
1021,1037,1.05 Chips & Snacks,Barcel Runners Original Chile Limon - 200 Gr,243.75,121.75,122.0,157.25,-35.5,-29.15811088295688,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,critical,92.25806451612902,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",31
410,426,1.03 Beverages,Pony Malta 11.12 oz / 330 ml Pony Malta unit,2469.74,2463.14,6.599999999999909,0.0,2463.14,,positive_sales_with_zero_cogs,explicit_single_unit,informational_family_variant,critical,92.24137931034483,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",32
2028,2044,Bakery Frozen Products,160 Almojabana congelada x6,1133.19,1125.25,7.940000000000055,,,,positive_sales_without_complete_profitability,explicit_multipack,no_catalog_finding,critical,92.10407239819004,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",33
69,85,2. Restaurant,Combo Chips & Salsa,1091.35,1086.26,5.089999999999918,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,91.92307692307692,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",34
52,68,2. Restaurant,Breakfast Mexican Eggs Tacos,2458.36,2428.39,29.970000000000255,0.0,2428.39,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,critical,91.7816091954023,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",35
639,655,1.25 Sweets & Candies,Jet Chocolatina - 264 Gr X24,1004.33,1002.83,1.5,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,91.7420814479638,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",36
431,447,1.03 Beverages,Topo Chico Box 12 - 355ml X12,1029.81,980.82,48.989999999999895,,,,positive_sales_without_complete_profitability,explicit_multipack,actionable_review_candidate,critical,91.56108597285068,3,3,CATALOG_ACTIONABLE | MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge. | Validate discount/refund authorization, business purpose and policy compliance.",37
645,661,1.25 Sweets & Candies,Sonrics Rockaleta 20 Pack,888.75,888.75,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,actionable_review_candidate,critical,91.38009049773756,2,2,CATALOG_ACTIONABLE | MISSING_PROFITABILITY,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",38
1491,1507,3.Coffee160,160 Cappuccino 12oz,2358.09,2330.35,27.740000000000236,0.0,2330.35,,positive_sales_with_zero_cogs,weight_based,no_catalog_finding,critical,91.32183908045977,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",39
71,87,2. Restaurant,Eggs Bacon & Cassava Waffles Breakfast,899.4,873.93,25.470000000000027,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,91.19909502262443,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",40
966,982,1.05 Chips & Snacks,Su Sabor Rosquillas Cheese Snack,465.75,465.53,0.22000000000002728,111.78,70.47,,positive_sales_with_configuration_anomaly,presentation_not_explicit,no_catalog_finding,critical,91.11111111111111,2,2,PROFIT_CONFIGURATION_ANOMALY | REVENUE_REDUCTION,"Reconcile item COGS, reported Gross Profit and POS configuration against source transactions. | Validate discount/refund authorization, business purpose and policy compliance.",41
1501,1517,3.Coffee160,160 Cortado Coffee,853.86,848.66,5.2000000000000455,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,91.01809954751131,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",42
579,595,1.03 Beverages,Tiky Pinneaple soda Glass 12 oz /  350 ml,119.8,59.8,60.0,85.4,-25.6,-42.80936454849499,validated_consistent_positive_sales_positive_cogs,volume_based,no_catalog_finding,critical,90.96774193548387,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",43
54,70,2. Restaurant,Tacos de Tripa - Tripe Tacos,2262.74,2244.75,17.98999999999978,0.0,2244.75,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,critical,90.86206896551724,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",44
437,453,1.03 Beverages,Topo Chico Tropical Mango - 12 Oz 8 Pack,1114.75,830.25,284.5,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,90.83710407239819,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",45
941,957,1.05 Chips & Snacks,El Sabroso Guacamole Tortilla Chips 284 g,949.11,809.95,139.15999999999997,,,,positive_sales_without_complete_profitability,weight_based,no_catalog_finding,critical,90.65610859728507,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",46
648,664,1.25 Sweets & Candies,De La Rosa Mazapan Gigante 1000 g Unit 50g / 1.76 Oz,770.0,770.0,0.0,,,,positive_sales_without_complete_profitability,explicit_single_unit,actionable_review_candidate,critical,90.47511312217195,2,2,CATALOG_ACTIONABLE | MISSING_PROFITABILITY,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",47
412,428,1.03 Beverages,Pony Malta 11.12 oz / 330 ml Pony Malta x 6,2221.29,2219.99,1.300000000000182,0.0,2219.99,,positive_sales_with_zero_cogs,explicit_multipack,informational_family_variant,critical,90.40229885057471,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",48
1967,1983,Uncategorized,Nestle Savoy Samba Fresa X unit,717.43,717.43,0.0,,,,positive_sales_without_complete_profitability,explicit_single_unit,no_catalog_finding,critical,90.29411764705883,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,49
445,461,1.03 Beverages,Topo Chico Passionfruit Can - 12 Oz X8,701.73,701.73,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,90.1131221719457,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,50
2001,2017,Uncategorized,Manual Transaction,0.0,-23.25,23.25,,,,non_positive_net_sales,presentation_not_explicit,adjustment_record,critical,90.0,2,2,MANUAL_NEGATIVE_ADJUSTMENT | REVENUE_REDUCTION,"Trace the manual transaction to user, date, reason, approval and original sale. | Validate discount/refund authorization, business purpose and policy compliance.",51
413,429,1.03 Beverages,Coca Cola Mexicana - 500 ml x Unit,2165.66,2149.68,15.980000000000018,0.0,2149.68,,positive_sales_with_zero_cogs,explicit_single_unit,no_catalog_finding,critical,89.94252873563218,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",52
80,96,2. Restaurant,Frijoles Refritos - Refried Beans,694.26,688.28,5.980000000000018,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,89.93212669683258,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",53
1757,1773,1.28 Grains,Frijol Pinto UMS 2 LB,655.49,654.84,0.6499999999999773,,,,positive_sales_without_complete_profitability,weight_based,no_catalog_finding,critical,89.75113122171946,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",54
1013,1029,1.05 Chips & Snacks,Seniorial chicharron spicy BBQ 1.97oz,294.29,167.77,126.52000000000001,190.93,-23.16,-13.804613458902068,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,critical,89.6774193548387,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",55
654,670,1.25 Sweets & Candies,Las Sevillanas Glorias 21 oz X20,639.8,639.8,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,89.57013574660634,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,56
1492,1508,3.Coffee160,160 Cafe con Leche  12oz,2121.92,2090.64,31.2800000000002,0.0,2090.64,,positive_sales_with_zero_cogs,weight_based,informational_family_variant,critical,89.48275862068965,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",57
450,466,1.03 Beverages,Topo Chico Lime with Mint - Can - 12 Oz 8 PACK,637.0,637.0,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,actionable_review_candidate,critical,89.38914027149322,2,2,CATALOG_ACTIONABLE | MISSING_PROFITABILITY,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate SKU/UPC, presentation, duplicate status and pack-size configuration before any merge.",58
222,238,4.Bakery,160 Tres leches Small con fruta,630.0,630.0,0.0,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,89.20814479638008,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,59
657,673,1.25 Sweets & Candies,De la Rosa pulparindo Mango 10 Oz / 280g BOX X20,615.12,615.12,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,89.02714932126696,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,60
56,72,2. Restaurant,Caldo de Costilla,2014.74,1974.75,39.99000000000001,0.0,1974.75,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,critical,89.02298850574712,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",61
452,468,1.03 Beverages,Jarritos Pina 12.5oz x Unit,601.32,596.18,5.1400000000001,,,,positive_sales_without_complete_profitability,explicit_single_unit,no_catalog_finding,critical,88.84615384615384,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",62
1969,1985,Uncategorized,Nestle Cri Cri 123g X unit,584.35,584.35,0.0,,,,positive_sales_without_complete_profitability,explicit_single_unit,no_catalog_finding,critical,88.66515837104072,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,63
1493,1509,3.Coffee160,160 Cafe con Leche 16oz,1955.1,1893.87,61.23000000000002,0.0,1893.87,,positive_sales_with_zero_cogs,weight_based,informational_family_variant,critical,88.5632183908046,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",64
457,473,1.03 Beverages,Guarana Antartica Cero 355 ML X12,559.72,559.72,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,88.4841628959276,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,65
987,1003,1.05 Chips & Snacks,Sabritas Cheetos Puffs 110g,510.27,289.43,220.83999999999997,308.88,-19.45,-6.720105034032409,validated_consistent_positive_sales_positive_cogs,weight_based,no_catalog_finding,critical,88.38709677419355,2,2,NEGATIVE_MARGIN | REVENUE_REDUCTION,"Validate discount/refund authorization, business purpose and policy compliance. | Validate selling price, unit cost, discount policy and transaction detail.",66
1503,1519,3.Coffee160,Coffee Frappe,569.05,558.85,10.199999999999932,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,88.30316742081448,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",67
458,474,1.03 Beverages,Topo Chico Mineral Water 355ml X24,557.94,557.94,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,88.12217194570135,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,68
191,207,4.Bakery,Tres Leches Cake Medium,1760.0,1732.5,27.5,0.0,1732.5,,positive_sales_with_zero_cogs,presentation_not_explicit,no_catalog_finding,critical,88.10344827586206,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",69
84,100,2. Restaurant,Coca-Cola - Kiosk,557.64,552.65,4.990000000000009,,,,positive_sales_without_complete_profitability,presentation_not_explicit,no_catalog_finding,critical,87.94117647058823,2,2,MISSING_PROFITABILITY | REVENUE_REDUCTION,"Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed. | Validate discount/refund authorization, business purpose and policy compliance.",70
460,476,1.03 Beverages,Topo Chico Raspberry Lemon - Can - 12 oz 8 Pack,546.0,546.0,0.0,,,,positive_sales_without_complete_profitability,explicit_multipack,informational_family_variant,critical,87.76018099547511,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,71
1494,1510,3.Coffee160,160 Americano 16oz,1734.3,1689.66,44.63999999999987,0.0,1689.66,,positive_sales_with_zero_cogs,weight_based,no_catalog_finding,critical,87.64367816091954,2,2,REVENUE_REDUCTION | ZERO_COGS,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin. | Validate discount/refund authorization, business purpose and policy compliance.",72
1971,1987,Uncategorized,Jarritos Mexican Cola 12.5oz x Unit,545.64,545.64,0.0,,,,positive_sales_without_complete_profitability,explicit_single_unit,no_catalog_finding,critical,87.57918552036199,1,1,MISSING_PROFITABILITY,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,73
