source_row_id,source_csv_line,category_context,Name,gross_sales_final,net_sales_final,finding_code,finding_theme,finding_classification,finding_amount,finding_amount_basis,base_severity_weight,recommended_action,impact_percentile_within_type,priority_score,finding_priority,finding_priority_rank,global_finding_rank
410,426,1.03 Beverages,Pony Malta 11.12 oz / 330 ml Pony Malta unit,2469.74,2463.14,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,2463.14,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",93.10344827586206,92.24137931034483,critical,4,32
2028,2044,Bakery Frozen Products,160 Almojabana congelada x6,1133.19,1125.25,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,1125.25,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,92.76018099547511,92.10407239819004,critical,4,33
69,85,2. Restaurant,Combo Chips & Salsa,1091.35,1086.26,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,1086.26,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,92.3076923076923,91.92307692307692,critical,4,34
52,68,2. Restaurant,Breakfast Mexican Eggs Tacos,2458.36,2428.39,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,2428.39,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",91.95402298850574,91.7816091954023,critical,4,35
639,655,1.25 Sweets & Candies,Jet Chocolatina - 264 Gr X24,1004.33,1002.83,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,1002.83,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,91.8552036199095,91.7420814479638,critical,4,36
431,447,1.03 Beverages,Topo Chico Box 12 - 355ml X12,1029.81,980.82,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,980.82,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,91.4027149321267,91.56108597285068,critical,4,37
645,661,1.25 Sweets & Candies,Sonrics Rockaleta 20 Pack,888.75,888.75,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,888.75,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,90.9502262443439,91.38009049773756,critical,4,38
1491,1507,3.Coffee160,160 Cappuccino 12oz,2358.09,2330.35,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,2330.35,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",90.80459770114942,91.32183908045977,critical,4,39
71,87,2. Restaurant,Eggs Bacon & Cassava Waffles Breakfast,899.4,873.93,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,873.93,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,90.49773755656109,91.19909502262443,critical,4,40
966,982,1.05 Chips & Snacks,Su Sabor Rosquillas Cheese Snack,465.75,465.53,PROFIT_CONFIGURATION_ANOMALY,profitability_configuration,configuration_gap_not_confirmed_loss,283.28,absolute_cogs_configuration_gap,60,"Reconcile item COGS, reported Gross Profit and POS configuration against source transactions.",77.77777777777779,91.11111111111111,critical,4,41
1501,1517,3.Coffee160,160 Cortado Coffee,853.86,848.66,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,848.66,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,90.04524886877829,91.01809954751131,critical,4,42
579,595,1.03 Beverages,Tiky Pinneaple soda Glass 12 oz /  350 ml,119.8,59.8,NEGATIVE_MARGIN,profitability_result,reported_negative_gross_profit,25.6,absolute_reported_negative_gross_profit,60,"Validate selling price, unit cost, discount policy and transaction detail.",77.41935483870968,90.96774193548387,critical,4,43
54,70,2. Restaurant,Tacos de Tripa - Tripe Tacos,2262.74,2244.75,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,2244.75,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",89.65517241379311,90.86206896551724,critical,4,44
437,453,1.03 Beverages,Topo Chico Tropical Mango - 12 Oz 8 Pack,1114.75,830.25,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,830.25,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,89.59276018099548,90.83710407239819,critical,4,45
941,957,1.05 Chips & Snacks,El Sabroso Guacamole Tortilla Chips 284 g,949.11,809.95,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,809.95,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,89.14027149321268,90.65610859728507,critical,4,46
648,664,1.25 Sweets & Candies,De La Rosa Mazapan Gigante 1000 g Unit 50g / 1.76 Oz,770.0,770.0,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,770.0,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,88.68778280542986,90.47511312217195,critical,4,47
412,428,1.03 Beverages,Pony Malta 11.12 oz / 330 ml Pony Malta x 6,2221.29,2219.99,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,2219.99,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",88.50574712643679,90.40229885057471,critical,4,48
1967,1983,Uncategorized,Nestle Savoy Samba Fresa X unit,717.43,717.43,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,717.43,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,88.23529411764706,90.29411764705883,critical,4,49
445,461,1.03 Beverages,Topo Chico Passionfruit Can - 12 Oz X8,701.73,701.73,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,701.73,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,87.78280542986425,90.1131221719457,critical,4,50
2001,2017,Uncategorized,Manual Transaction,0.0,-23.25,MANUAL_NEGATIVE_ADJUSTMENT,manual_adjustment_control,negative_balance_requires_transaction_validation,23.25,absolute_negative_net_sales,50,"Trace the manual transaction to user, date, reason, approval and original sale.",100.0,90.0,critical,4,51
413,429,1.03 Beverages,Coca Cola Mexicana - 500 ml x Unit,2165.66,2149.68,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,2149.68,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",87.35632183908046,89.94252873563218,critical,4,52
80,96,2. Restaurant,Frijoles Refritos - Refried Beans,694.26,688.28,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,688.28,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,87.33031674208145,89.93212669683258,critical,4,53
1757,1773,1.28 Grains,Frijol Pinto UMS 2 LB,655.49,654.84,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,654.84,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,86.87782805429865,89.75113122171946,critical,4,54
1013,1029,1.05 Chips & Snacks,Seniorial chicharron spicy BBQ 1.97oz,294.29,167.77,NEGATIVE_MARGIN,profitability_result,reported_negative_gross_profit,23.16,absolute_reported_negative_gross_profit,60,"Validate selling price, unit cost, discount policy and transaction detail.",74.19354838709677,89.6774193548387,critical,4,55
654,670,1.25 Sweets & Candies,Las Sevillanas Glorias 21 oz X20,639.8,639.8,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,639.8,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,86.42533936651584,89.57013574660634,critical,4,56
1492,1508,3.Coffee160,160 Cafe con Leche  12oz,2121.92,2090.64,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,2090.64,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",86.20689655172413,89.48275862068965,critical,4,57
450,466,1.03 Beverages,Topo Chico Lime with Mint - Can - 12 Oz 8 PACK,637.0,637.0,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,637.0,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,85.97285067873304,89.38914027149322,critical,4,58
222,238,4.Bakery,160 Tres leches Small con fruta,630.0,630.0,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,630.0,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,85.52036199095022,89.20814479638008,critical,4,59
657,673,1.25 Sweets & Candies,De la Rosa pulparindo Mango 10 Oz / 280g BOX X20,615.12,615.12,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,615.12,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,85.06787330316742,89.02714932126696,critical,4,60
56,72,2. Restaurant,Caldo de Costilla,2014.74,1974.75,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,1974.75,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",85.0574712643678,89.02298850574712,critical,4,61
452,468,1.03 Beverages,Jarritos Pina 12.5oz x Unit,601.32,596.18,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,596.18,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,84.61538461538461,88.84615384615384,critical,4,62
1969,1985,Uncategorized,Nestle Cri Cri 123g X unit,584.35,584.35,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,584.35,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,84.16289592760181,88.66515837104072,critical,4,63
1493,1509,3.Coffee160,160 Cafe con Leche 16oz,1955.1,1893.87,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,1893.87,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",83.9080459770115,88.5632183908046,critical,4,64
457,473,1.03 Beverages,Guarana Antartica Cero 355 ML X12,559.72,559.72,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,559.72,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,83.710407239819,88.4841628959276,critical,4,65
987,1003,1.05 Chips & Snacks,Sabritas Cheetos Puffs 110g,510.27,289.43,NEGATIVE_MARGIN,profitability_result,reported_negative_gross_profit,19.45,absolute_reported_negative_gross_profit,60,"Validate selling price, unit cost, discount policy and transaction detail.",70.96774193548387,88.38709677419355,critical,4,66
1503,1519,3.Coffee160,Coffee Frappe,569.05,558.85,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,558.85,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,83.2579185520362,88.30316742081448,critical,4,67
458,474,1.03 Beverages,Topo Chico Mineral Water 355ml X24,557.94,557.94,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,557.94,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,82.80542986425338,88.12217194570135,critical,4,68
191,207,4.Bakery,Tres Leches Cake Medium,1760.0,1732.5,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,1732.5,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",82.75862068965517,88.10344827586206,critical,4,69
84,100,2. Restaurant,Coca-Cola - Kiosk,557.64,552.65,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,552.65,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,82.35294117647058,87.94117647058823,critical,4,70
460,476,1.03 Beverages,Topo Chico Raspberry Lemon - Can - 12 oz 8 Pack,546.0,546.0,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,546.0,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,81.90045248868778,87.76018099547511,critical,4,71
1494,1510,3.Coffee160,160 Americano 16oz,1734.3,1689.66,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,1689.66,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",81.60919540229885,87.64367816091954,critical,4,72
1971,1987,Uncategorized,Jarritos Mexican Cola 12.5oz x Unit,545.64,545.64,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,545.64,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,81.44796380090497,87.57918552036199,critical,4,73
2000,2016,Uncategorized,Manual Transaction,0.0,-10.18,MANUAL_NEGATIVE_ADJUSTMENT,manual_adjustment_control,negative_balance_requires_transaction_validation,10.18,absolute_negative_net_sales,50,"Trace the manual transaction to user, date, reason, approval and original sale.",93.75,87.5,critical,4,74
85,101,2. Restaurant,Delivery fee,520.0,518.31,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,518.31,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,80.99547511312217,87.39819004524887,critical,4,75
673,689,1.25 Sweets & Candies,Duvalin Fresa Avellana BOX,522.41,511.49,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,511.49,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,80.54298642533936,87.21719457013575,critical,4,76
62,78,2. Restaurant,Sirloin Tacos,1672.06,1672.06,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,1672.06,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",80.45977011494253,87.183908045977,critical,4,77
1682,1698,1.09 Cookies & Crackers,Noel Cookies Christmas Plegadiza Holiday / 24 215 Gr,83.86,41.26,NEGATIVE_MARGIN,profitability_result,reported_negative_gross_profit,15.58,absolute_reported_negative_gross_profit,60,"Validate selling price, unit cost, discount policy and transaction detail.",67.74193548387096,87.09677419354838,critical,4,78
1759,1775,1.28 Grains,Frijol Rojo UMS 2 LB,499.73,499.73,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,499.73,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,80.09049773755656,87.03619909502262,critical,4,79
86,102,2. Restaurant,Jarritos 12.5oz - Kiosk Beverage,499.33,499.33,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,499.33,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,79.63800904977376,86.8552036199095,critical,4,80
63,79,2. Restaurant,Catering  100 tacos,1660.0,1660.0,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,1660.0,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",79.3103448275862,86.72413793103448,critical,4,81
963,979,1.05 Chips & Snacks,Incas Food Habas Saladitas 4oz,493.36,493.36,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,493.36,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,79.18552036199095,86.67420814479638,critical,4,82
364,380,1.12 Frozen Products,Tajacol Frozen Tostones - 2 LB,296.0,285.82,PROFIT_CONFIGURATION_ANOMALY,profitability_configuration,configuration_gap_not_confirmed_loss,267.32,absolute_cogs_configuration_gap,60,"Reconcile item COGS, reported Gross Profit and POS configuration against source transactions.",66.66666666666666,86.66666666666666,critical,4,83
1972,1988,Uncategorized,Nestle Savoy Cri Cri 27 g / .95 oz X unit,499.33,473.23,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,473.23,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,78.73303167420815,86.49321266968326,critical,4,84
679,695,1.25 Sweets & Candies,De La Rosa Pulparindo Extra Spicy 280g / 10oz BOX X20,468.33,468.33,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,468.33,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,78.28054298642535,86.31221719457014,critical,4,85
1495,1511,3.Coffee160,160 Latte 16oz,1599.63,1574.82,ZERO_COGS,profitability_data_quality,sales_exposure_not_confirmed_loss,1574.82,positive_net_sales_exposure,55,"Confirm recipes, purchase cost or item cost mapping; zero COGS is not accepted as validated margin.",78.16091954022988,86.26436781609195,critical,4,86
470,486,1.03 Beverages,Jarritos Tamarindo 12.5oz x Unit,467.64,467.64,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,467.64,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,77.82805429864254,86.13122171945702,critical,4,87
472,488,1.03 Beverages,Jarritos Mineragua 12.5oz,495.51,465.35,MISSING_PROFITABILITY,profitability_data_quality,sales_exposure_not_confirmed_loss,465.35,positive_net_sales_exposure,55,Load and validate COGS and Gross Profit; do not estimate loss until source cost is confirmed.,77.37556561085974,85.9502262443439,critical,4,88
